;CAC40;10y;ACCOR;AIR LIQUIDE;AIRBUS GROUP;ALSTOM;ARCELORMITTAL;AXA;BNP PARIBAS;BOUYGUES;CAP GEMINI;CARREFOUR;CREDIT AGRICOLE;DANONE;ENGIE;ESSILOR INTL.;KERING;KLEPIERRE;L'OREAL;LAFARGEHOLCIM;LEGRAND;LVMH;MICHELIN;NOKIA;ORANGE;PERNOD-RICARD;PEUGEOT;PUBLICIS GROUPE;RENAULT;SAFRAN;SAINT GOBAIN;SANOFI;SCHNEIDER ELECTRIC SE;SOCIETE GENERALE;SOLVAY;TECHNIP;TOTAL;UNIBAIL-RODAMCO;VALEO;VEOLIA ENVIRONNEMENT;VINCI;VIVENDI
19/07/2010;3486.33;2.647;23;69.5454;16.555;36.855;16.8099;12.675;47.14;30.615;35.79;30.3656;8.838;45;24.5;49.06;96.1439;24.07;82.13;64.333;24.1;79.5783;56.2159;6.765;14.695;63.07;14.882;33;33.235;20.445;31.11;47.945;42.325;36.05;65.582;47.545;37.77;119.9783;23.345;19.45;34.835;16.65
20/07/2010;3468.02;2.646;23.185;69.2313;16.08;36.405;17.1672;12.645;46.97;30.74;34.635;30.1559;8.834;44.69;24.315;48.745;96.6748;23.585;81.55;64.048;23.86;80.083;55.4333;6.915;14.63;63.02;14.5126;32.98;32.685;19.895;30.9;47.14;41.58;35.795;65.7888;47.68;37.73;119.6272;22.94;19.39;34.765;16.5
21/07/2010;3493.92;2.635;24.49;70.0743;16.385;36.15;17.5465;12.735;47.585;31.245;34.48;30.4136;8.963;44.98;24.315;48.625;98.2575;24.385;82.31;65.143;24.06;81.1645;56.7377;6.99;14.585;62.86;14.8374;33.675;33.15;19.82;31.265;46.875;41.625;36.135;67.0858;48.475;37.46;122.9623;23.855;19.3;35.635;16.9064
22/07/2010;3600.57;2.653;25.165;71.7189;17.35;37.165;18.3715;13.215;49.85;32.235;35.08;31.0688;9.46;45.76;25.26;49.03;101.8457;25.19;82.41;67.095;25.215;84.0394;58.3417;7.17;14.975;64.11;15.296;34.47;34.265;20.34;32.415;47.53;44.17;37.97;68.4016;52.07;38.04;129.6327;24.84;19.665;36.85;17.4193
23/07/2010;3607.05;2.705;25.495;72.5454;18.015;38.55;18.622;13.1;49.82;32.5;35.37;31.1343;9.355;46.145;25.31;48.925;102.6813;25.695;83.37;67.381;25.685;84.8054;58.6219;7.21;14.96;62.61;15.4139;34.76;34.895;20.945;32.87;45.51;44.8;38;69.1628;52.78;38.14;129.8083;25.235;20.085;37.345;17.6274
26/07/2010;3636.18;2.748;25.78;72.5702;17.95;38.68;18.4599;13.35;51;32.72;35.37;31.1081;9.647;46.32;25.335;48.715;103.2711;25.85;83.44;67.571;25.835;85.6436;59.5495;7.26;14.985;62.8;15.6686;35.07;35.34;21.265;33.29;45.585;45.125;39.99;69.379;52.64;38.3;131.2125;25.61;20.085;37.55;17.8306
27/07/2010;3666.4;2.765;25.47;72.3636;17.495;38.965;18.2095;14.25;53.8;32.905;34.98;31.2173;10.625;44.355;25.525;48.8;101.1576;25.175;82.75;68.048;25.335;83.1472;58.0808;7.19;15.11;61.86;15.8438;34.92;34.815;20.2;33.425;45.155;44.275;44.225;70.1121;53;38.395;132.7484;25.9;20.54;37.685;17.6516
28/07/2010;3670.36;2.747;25.34;71.9503;17.46;39.485;17.8264;14.45;54.96;32.405;33.87;30.8635;10.755;44.36;25.63;48.29;100.961;24.835;83.34;67.048;25.145;83.4986;57.9648;7.165;15.17;61.36;15.1941;34.315;34.67;21.51;33.145;45.43;43.665;45.03;69.3132;52.23;38.555;131.783;27.295;20.32;37.6;17.6613
29/07/2010;3651.91;2.715;25.11;71.1569;17.585;39.975;17.4323;14.235;53.4;33.13;36.35;30.5665;10.57;43.72;25.935;47.54;100.6169;24.55;81.98;67.476;25.145;82.9579;57.3464;7.105;16;60.55;14.7451;34.65;33.645;20.87;33.295;44.82;43.2;44.71;71.2399;51.87;38.35;131.5197;27.705;20.63;37.8;17.758
30/07/2010;3643.14;2.672;24.855;71.3801;18.18;40.16;17.2298;14.145;52.71;32.4;36.52;30.8591;10.51;43.04;25.49;48;100.9118;24.485;80.52;66.286;24.975;84.3728;56.4865;7.095;16.07;60.06;14.503;34.585;34.235;20.71;32.665;44.57;44.25;44.235;70.582;51.1;38.71;132.8801;27.415;20.375;37.15;17.85
02/08/2010;3752.03;2.696;25.655;73.8263;18.075;41.29;18.239;14.705;55.49;33.645;36.955;31.6279;10.9;43.97;26.24;48.605;102.8288;25.39;81.23;67.381;25.59;85.8959;58.989;7.285;16.43;61.31;14.71;34.825;34.49;21.08;33.81;45.41;45.535;46.3;73.0068;53.73;39.91;134.6794;27.68;21.5;38.535;18.2855
03/08/2010;3747.51;2.622;25.6;72.4545;18.01;40.94;18.2684;14.735;55.79;33.275;37.235;31.4226;10.81;44.075;26.3;47.92;104.0085;25.16;80.99;67.048;26.07;85.4904;60.6703;7.335;16.325;61.17;15.1336;34.38;35.67;20.375;33.895;45.67;45.7;45.395;72.753;53.84;39.89;135.0743;28.06;21.805;38.26;17.9419
04/08/2010;3760.72;2.599;25.4;72.9503;18.14;40.96;18.4783;14.64;55.89;33.35;37.24;31.427;10.895;43.825;26.44;48.23;104.2542;24.89;81.24;66.952;25.89;85.7698;61.1921;7.275;16.405;61.91;14.7514;34.175;34.635;19.965;33.89;46.23;45.505;45.705;72.0857;54.42;40.25;134.1966;28.025;21.83;37.96;18.1016
05/08/2010;3764.19;2.565;25.035;72.9007;18.675;42.13;18.6736;14.675;55.99;33.915;37.25;31.2566;11.01;42.915;26.68;48.19;103.6644;25;80.17;67.238;26.325;86.9774;61.9168;7.27;16.28;61.23;14.882;34.4;34.505;20.145;33.88;46.05;46.1;45.225;71.3338;53.39;40.545;133.8456;28.245;21.7;38.17;18.0629
06/08/2010;3716.05;2.523;24.75;72.2313;18.54;42.1;18.5483;14.24;55.71;33.325;36.81;31.3221;10.995;42.435;26.19;48.06;103.0254;24.775;78.44;66.667;25.885;86.1843;61.7428;7.145;16.18;59.83;14.3279;34.115;33.715;19.65;33.04;45.27;45.56;45.52;70.0932;53.14;40.01;131.5636;28.9;21.185;37.56;17.6661
09/08/2010;3777.37;2.523;24.85;72.7685;18.365;42.945;18.6809;14.475;56.96;34.08;37.025;31.903;11.24;43.115;26.79;48.585;104.7457;24.94;80.28;66.381;26.11;87.7795;61.5109;7.255;16.375;60.71;14.4234;34.425;34.57;19.825;33.9;46.01;46.495;46.36;69.8019;53.38;40.81;134.065;29.4;21.15;38.465;18.0097
10/08/2010;3730.58;2.533;24.65;71.6363;18.295;42.48;18.4268;14.275;56;33.87;36.64;31.6322;10.98;43.01;26.37;48.325;104.3525;24.725;80.42;65.286;25.805;86.7701;60.1389;7.185;16.32;60.83;14.3948;34.23;34.4;19.945;32.95;46.23;45.275;45.07;69.6046;51.87;40.12;132.6606;28.435;21.06;37.71;17.6903
11/08/2010;3628.29;2.431;23.895;70.19;17.855;41.425;17.7012;13.66;53.8;32.635;35.52;31.1256;10.455;42.54;25.625;47.74;101.3542;24.08;78.82;63.238;25.04;83.9763;58.39;7.04;16.09;60.22;14.105;33.755;33.375;19.355;31.565;45.45;44;43.18;67.9504;50.24;39.06;129.2377;27.085;20.5;36.69;17.279
12/08/2010;3621.07;2.423;23.475;70.4958;18.165;41.265;17.495;13.205;53.58;32.385;35.34;31.1343;10.2;43.175;25.98;48.075;100.3219;23.9;78.52;62.667;25.155;83.751;58.0615;7.05;16.31;61.18;13.6973;33.82;32.985;19.34;31.445;45.32;44.145;42.65;67.7906;50;39.07;127.8334;26.485;20.46;35.915;17.5597
13/08/2010;3610.91;2.394;23.305;69.5454;18.025;40.68;17.4765;13.15;53.27;32.42;35.375;31.0382;10.305;42.825;25.75;48.12;99.7321;23.825;78.4;62.381;25.11;84.3909;58.1291;7.01;16.5;61.28;13.6081;33.81;33.16;19.54;30.94;44.76;43.61;43.37;67.4053;50.3;39.03;128.2284;26.26;20.045;35.53;17.5113
16/08/2010;3597.6;2.329;23.12;69.6776;18.11;40.81;17.5097;13.095;52.58;32.63;35.04;31.1125;10.27;42.675;25.36;48.9;99.8796;23.7;78.1;62.571;24.955;84.3188;57.8586;6.93;16.435;61.34;13.6304;33.6;33.125;19.305;31.015;44.72;44.005;42.9;67.0388;50.18;38.795;128.2284;27.045;19.835;35.305;17.4532
17/08/2010;3663.13;2.359;23.745;71.0247;18.435;41.6;18.0364;13.47;53.72;33.475;35.81;31.8506;10.585;43.1;25.97;49.58;100.8135;24.29;78.3;64.238;25.34;85.3191;59.2016;6.95;16.55;61.92;14.054;34.14;33.89;19.85;31.96;45.18;44.815;43.925;69.5482;51.3;39.355;130.9931;28.255;20.35;36.185;17.6613
18/08/2010;3647.93;2.322;23.81;70.6032;18.48;41.285;17.8817;13.31;53.03;33.765;35.62;31.8332;10.555;42.815;25.915;49.56;101.7474;24.47;78.33;64.476;25.225;85.6977;58.7572;6.945;16.43;62.23;14.347;34.405;34.095;19.935;31.96;45.62;44.875;43.175;69.191;51.75;39.01;130.1154;28.175;19.975;36.205;17.6274
19/08/2010;3572.4;2.292;23.445;69.0495;18.215;40.535;17.5612;12.9;51.7;33.225;34.89;31.606;10.22;41.895;25.3;48.855;100.4203;24.255;77.22;60.429;24.905;84.3548;57.6943;7.05;16.17;61.43;13.8343;34.165;33.385;19.9;30.915;45.045;43.62;41.685;68.223;52.07;38.075;128.0968;28.25;19.54;35.205;17.4193
20/08/2010;3526.12;2.249;23.12;68.066;17.895;39.975;17.1708;12.585;51.02;32.55;34.5;31.2304;10.025;41.255;24.97;48.615;100.027;23.94;75.71;59.19;24.545;83.1562;56.9116;7.155;16.095;60.65;13.6113;33.485;32.465;19.675;30.145;44.965;42.995;41.095;67.1703;51.76;37.77;126.3853;27.555;19.24;34.74;17.0806
23/08/2010;3553.23;2.262;23.36;67.7437;18.525;39.715;17.1856;12.575;51.67;33.125;34.45;31.5798;10.165;41.495;25.02;48.79;100.666;23.84;76.22;59.048;24.695;83.8501;56.9116;7.08;16.345;60.68;13.554;33.535;33;19.575;30.385;45.825;43.825;41.285;67.4805;52;38.025;128.3601;27.91;19.17;34.925;17.1822
24/08/2010;3491.11;2.168;23.43;67.1239;18.375;38.49;16.7546;12.45;50.57;32.045;34.16;30.6757;10.045;41.77;24.515;48.585;100.0762;23.89;75.46;58.286;24.03;82.6605;56.4478;6.94;16.145;60.69;13.3279;33.07;32.26;19.255;28.955;44.745;42.095;40.7;67.0482;51.56;37.4;126.473;27.35;18.73;34.03;16.8048
25/08/2010;3450.19;2.126;23.5;66.4545;17.925;37.61;16.2943;12.12;49.165;31.61;33.63;30.2171;9.9;42;24.3;48.225;98.6508;23.98;75.77;57.571;23.67;81.3718;55.5782;6.845;16;60.59;13.0508;32.605;31.885;19.37;28.785;44.6;41.505;39.93;66.5406;50.16;36.975;126.7364;26.89;18.58;33.815;16.7226
26/08/2010;3475.03;2.128;24.405;67.3636;17.95;37.835;16.541;12.425;49.43;31.965;33.88;30.2127;10.17;42.15;24.34;48.2;99.5355;24.065;78.69;57.905;23.9;82.9039;57.0373;6.92;16.125;60.5;13.1527;33.235;32.25;19.505;28.685;44.66;41.73;40.12;67.3395;51.56;36.995;127.3946;27.34;18.285;34.145;16.8048
27/08/2010;3507.44;2.146;24.275;68.1239;17.385;38.2;16.843;12.485;49.745;32.445;33.59;31.1998;10.245;42.59;24.65;47.97;101.5016;24.49;78;58.524;23.86;82.6155;57.9938;6.795;16.495;60.3;13.2706;33.46;32.54;19.335;28.755;45.26;42.02;40.45;67.894;51.97;37.065;130.5104;27.54;18.49;35.17;17.521
30/08/2010;3487.01;2.113;24.4;67.4958;17.315;37.495;16.8983;12.265;49.12;32.05;33.66;31.5449;10.185;42.35;24.84;48.05;100.7643;24.285;77.76;58.524;23.51;82.5524;56.8343;6.825;15.925;60.65;13.3024;33.43;32.105;18.89;28.49;45.56;41.59;40.185;67.5463;51.58;36.75;128.7989;26.88;18.45;34.815;17.5984
31/08/2010;3490.79;2.085;24.21;67.8181;17.365;37.64;16.9609;12.265;49.37;32.035;33.36;31.3003;9.945;42.405;24.435;47.895;101.0101;24.095;78.5;58.19;23.965;82.7056;56.6314;6.745;16.04;61.69;13.2037;33.05;32.06;19.39;29.04;45.27;41.845;40.18;67.208;51.69;36.87;130.5981;27.54;18.37;34.625;17.8161
01/09/2010;3623.84;2.184;25.16;70.3966;17.86;39.05;17.6165;12.965;52.3;32.265;34.565;33.0256;10.4;43.57;25.435;48.43;104.9424;24.78;80.68;60.048;24.735;86.3375;58.8151;7;16.19;62.74;13.726;33.64;33.8;20.18;30.315;46.62;43.72;42.465;69.05;53.18;38.145;134.2844;28.69;18.825;36.27;18.7064
02/09/2010;3631.43;2.252;25.22;70.3387;18.36;39.215;17.8301;12.885;52.43;32.405;34.97;33.1086;10.54;43.135;25.54;48.23;106.1712;25.015;81.22;60.619;24.51;86.9414;59.3176;7.02;16.14;61.25;13.8088;34.065;34.205;20.35;30.62;46.375;43.245;42.785;70.5162;53.56;38.18;135.3376;29.005;18.935;36.75;18.8371
03/09/2010;3672.2;2.314;25.315;70.9338;18.145;38.785;18.018;13.22;53.44;32.405;35.795;33.0605;10.885;43.31;25.95;48.08;106.1221;25.47;81.97;60.476;24.595;88.5996;59.8587;7.14;16.245;60.26;13.9043;34.435;34.425;20.615;31.51;46.8;43.125;44.375;70.9109;54.24;38.79;136.303;28.935;19.295;37.18;18.8419
06/09/2010;3684.73;2.331;25.45;71.8016;18.06;39.135;18.1874;13.135;53.9;32.7;36.005;32.7592;10.945;43.555;26.29;48.325;107.4492;25.31;81.93;60.238;24.795;87.8426;59.5108;7.18;16.29;59.97;13.847;34.815;34.345;20.535;31.5;46.76;43.325;44.315;71.2117;54.08;38.89;137.2246;28.755;19.925;37.21;18.9484
07/09/2010;3643.81;2.259;25.125;71.5288;18.17;38.695;18.239;12.99;52.73;32.17;35.385;32.7198;10.64;43.175;26.285;48.115;105.3848;25.29;81;60.524;24.545;87.4641;58.9504;7.5;16.075;58.55;13.7642;34.515;34;20.345;31.045;46.83;43.01;42.61;70.7606;52.94;38.3;136.303;28.115;19.83;36.78;18.7403
08/09/2010;3677.21;2.268;25.195;72.0495;18.015;38.82;18.6183;13.015;53.5;32.03;35.415;32.7766;10.46;43.95;26.655;48.075;106.1221;25.27;82.65;61.429;24.595;88.6988;60.0036;7.665;16.255;59.35;13.7992;34.61;34.175;20.025;31.54;47.79;43.18;42.145;71.2587;52.84;38.655;137.8389;28.495;20.23;36.805;18.8951
09/09/2010;3722.15;2.33;25.83;72.8016;18.63;39.245;18.5888;12.91;54.46;32.86;36.44;32.912;10.94;44.61;26.935;48.275;107.5967;25.885;82.87;61.857;24.66;88.5726;60.8152;7.74;16.315;60.14;14.4266;34.92;35.25;20.5;32.12;48.47;44.19;43.585;72.4335;53.3;39.09;139.9015;29.285;20.335;37.02;18.9048
10/09/2010;3725.82;2.378;25.96;73.6363;18.995;37.49;18.6809;13.12;54.84;32.455;36.92;32.7198;10.96;44.53;26.615;48.39;108.2357;26.11;83.15;61.905;25.035;89.1223;61.3177;7.79;16.34;60.08;14.6878;35.12;35.89;20.39;31.84;48.545;44.755;43.91;72.9786;54.64;39.005;139.4188;29.85;19.805;37.165;18.8564
13/09/2010;3767.15;2.427;26.405;74.0495;19.21;37.045;18.9056;13.3;55.98;32.92;36.515;32.7723;11.59;44.18;26.765;48.625;112.1679;25.935;83.28;61.571;24.86;90.0416;61.9071;7.895;16.37;59.5;14.9107;35.345;35.955;20.25;32.26;49.07;45.46;45.8;74.003;55.09;39.355;139.5066;29.92;19.85;37.66;19.0452
14/09/2010;3774.4;2.366;26.45;74.5536;19.18;37.66;18.5667;13.21;56.13;32.88;36.59;32.8552;11.685;44.35;26.43;48.745;112.7578;26.5;83.46;60.762;25;91.2943;61.7622;7.645;16.37;60.13;14.8788;35.245;35.75;19.97;32.165;49.21;45.435;46.11;74.1064;55.96;39.425;141.3935;30.11;19.635;37.72;19.1806
15/09/2010;3755.64;2.4;26.235;73.8677;18.99;38.5;18.482;13.19;55.67;32.795;36.28;32.947;11.525;44.14;26.06;48.81;113.79;26.865;83.01;61.048;24.665;91.1591;61.1631;7.64;16.4;59.91;15.4648;35.44;36.4;20;32.165;49.44;45.475;45.925;74.1534;55.39;38.785;141.8324;29.68;19.585;37.215;18.8903
16/09/2010;3736.3;2.469;26.005;73.7189;18.65;38.245;18.2242;13.08;55;31.825;35.98;33.41;11.195;43.87;25.885;48.49;112.7086;27.105;82.97;60.333;24.465;91.1141;62.0327;7.7;16.31;59.64;15.1718;34.835;35.68;19.4;31.28;49.855;46.215;45.33;73.815;54.9;38.64;142.3151;29.57;19.3;36.775;18.9919
17/09/2010;3722.02;2.435;26.39;74.2065;18.925;37.61;18.6478;12.785;53.92;31.505;36.25;34.9606;11.25;43.245;25.32;48.675;113.8883;26.85;82.67;60.524;24.74;90.8887;62.3709;7.62;16.21;58.98;15.3948;34.635;36.105;19.385;31.63;50.13;46.255;44;72.3489;55.66;37.855;140.9986;29.77;19.56;36.86;19.1564
20/09/2010;3788.01;2.47;26.56;75.0908;19.32;38.145;18.5631;13.11;54.66;32.165;37.06;35.2838;11.675;44.19;25.865;49.005;115.4612;27.855;84.89;61.286;25.095;93.998;63.5884;7.87;16.405;59.04;15.6941;34.935;36.8;20.395;32.295;50.7;46.795;44.425;73.3451;56.99;38.905;145.7819;31.42;20.11;37.575;19.4032
21/09/2010;3784.4;2.455;26.555;75.2478;19.595;37.975;18.5446;13.105;54.7;32.505;36.825;35.4105;11.8;43.95;25.925;48.865;116.1985;27.735;83.67;61.952;24.3;94.5837;62.97;7.515;16.415;59.5;15.7228;34.855;37.02;21.57;32.91;50.65;45.855;45.02;73.3545;57.43;38.575;143.9388;31.93;20.1;37.69;19.2484
22/09/2010;3735.05;2.342;26.09;74.2892;18.93;37.16;18.3347;12.92;55.28;31.905;36.165;34.6592;11.61;43.535;25.675;48.825;113.9375;27.15;82.49;61.286;24.25;92.4208;61.5882;7.425;16.125;58.74;15.519;34.295;36.265;21.5;32.305;49.9;45.17;44.265;72.4711;57.64;37.845;142.0518;31.33;20.04;36.95;19.0452
23/09/2010;3710.61;2.291;25.93;73.7437;18.545;36.355;17.9664;12.69;53.9;31.485;36.135;35.0698;11.395;43.515;25.655;49.05;113.3967;27.06;82;60.571;24.1;92.0153;61.2211;7.415;16.085;58.88;15.5158;34.5;36.735;21.335;31.975;49.955;45.285;43.51;71.7662;57.91;37.77;140.7792;31.555;19.84;36.45;18.9532
24/09/2010;3782.48;2.326;26.21;75.6032;19.25;36.48;18.1947;13.075;55.3;31.715;36.67;36.0613;11.965;43.6;26.07;49.23;115.9527;27.66;84.01;61.381;24.6;95.3498;63.4724;7.46;16.19;59.35;15.9998;34.875;37.335;21.445;32.59;50.63;46.91;45.21;72.0481;58.16;38.04;144.0266;33.17;20.04;36.97;19.2968
27/09/2010;3766.16;2.273;26.92;75.1487;19.26;36.73;18.0585;12.8;55.19;31.71;36.505;35.0872;12.03;43.8;26.19;49.475;116.4443;27.555;82.85;61.286;24.3;93.8177;63.0569;7.27;16.125;60.45;16.3183;34.925;37.52;21.48;32.945;50.01;45.875;45.045;72.6496;58.13;38;143.0612;33.34;19.79;36.995;19.321
28/09/2010;3762.35;2.247;26.33;75.347;19.04;37.115;18.2721;12.835;54.39;31.745;36.48;34.9431;12.08;43.985;26.29;49.775;116.4934;28.715;82.17;60.857;24.615;95.9807;56.6218;7.25;16.06;60.65;15.933;35.33;36.9;21.31;32.985;49.845;46.55;44.75;73.0256;58;38;145.1676;33.345;19.715;36.81;19.4613
29/09/2010;3737.12;2.243;26.565;74.6445;18.745;37.5;17.9185;13.02;53.11;31.715;36.63;34.467;11.875;43.935;26.32;50.29;117.3782;28.225;82.16;60.429;24.705;96.2511;55.7038;7.21;16.035;60.96;15.6782;34.97;36.945;21.06;32.675;49.465;46.25;43.23;74.097;58.88;37.95;142.4029;33.35;19.67;36.775;19.2822
30/09/2010;3715.18;2.264;26.785;73.9586;18.295;37.42;17.797;12.825;52.17;31.485;36.8;34.4321;11.465;43.875;26.26;50.47;116.7392;28.29;82.48;60.095;24.81;96.972;55.81;7.37;15.85;61.25;15.71;34.84;37.745;20.62;32.63;48.875;46.505;42.25;73.5425;58.99;37.805;142.7539;33.985;19.32;36.77;19.4032
01/10/2010;3692.09;2.29;26.4;73.3222;18.08;37.085;17.8927;12.725;51.56;31.18;38.295;34.1875;11.53;43.765;25.955;50.3;114.1832;28.29;81.35;59.143;24.625;94.764;54.05;7.445;15.885;60.85;15.8088;35.37;36.84;20.215;32.135;48.29;46.65;41.4;73.4203;60;38.075;143.1927;33.895;19.085;36.49;19.2532
04/10/2010;3649.81;2.248;26.04;72.8925;18.18;36.45;17.3476;12.49;51.02;31.04;37.345;33.7245;11.515;43.375;25.49;49.425;113.6425;28.045;80.28;58.762;24.67;95.3498;54.86;7.33;15.665;60.65;15.226;35.465;35.54;20.24;31.6;48.01;45.94;40.85;72.7154;59.46;37.53;142.2712;33;18.895;36.365;18.8903
05/10/2010;3731.93;2.27;26.85;74.4958;18.6;36.215;17.6717;12.8;53;31.765;37.845;34.3316;11.87;44.04;26;49.915;114.0849;28.575;82.32;59.952;24.87;97.2424;56.05;7.51;15.985;61.12;15.5986;35.72;36.82;21.04;32.74;49.28;46.95;42.325;74.4259;59.81;38.32;144.0704;34.065;19.12;37.25;19.321
06/10/2010;3764.91;2.227;27.67;75.7024;18.07;36.95;17.7933;13.11;53.35;31.615;37.44;34.4626;11.955;44.335;26.275;49.955;112.5612;29.26;83.35;60.048;25.875;98.9097;56.67;7.55;16.05;62.59;15.8151;35.885;36.515;20.84;33.5;49.235;48.505;43.165;73.6834;60.95;38.685;143.5;33.505;19.315;37.43;19.4467
07/10/2010;3770.47;2.26;27.05;75.2478;17.87;36.76;17.9922;13.345;53.93;31.53;37.145;34.0084;11.91;43.925;26.835;49.59;112.5612;29.545;82.84;59.048;25.665;99.135;56.22;7.705;16.105;62.91;16.0126;35.6;39.6;20.49;33.165;49.045;48.235;43.775;72.8752;59.66;38.51;145.85;33.7;19.8;37.335;19.5484
08/10/2010;3763.18;2.257;27.32;76.1321;17.975;36.34;18.4526;13.45;53.2;31.635;37.15;33.7114;11.64;43.455;27.05;49.35;111.234;28.895;82.1;58.905;25.705;98.8646;55.5;7.75;16.055;62.85;16.0922;35.84;38.645;20.235;33.35;48.96;47.77;43.375;73.3451;59.18;38.46;143.65;33.73;19.79;37.945;19.6597
11/10/2010;3768.49;2.271;27.585;75.5701;18.01;36.48;18.32;13.54;52.7;32.235;37.11;34.0128;11.715;43.15;27.185;49.3;112.2662;28.89;81.66;59.143;25.935;99.4954;55.61;7.855;16.075;62.34;15.9935;35.965;38.88;20.595;34.005;49.435;48.165;42.67;73.2417;58.94;38.405;144.15;33.92;20.005;38.43;19.6693
12/10/2010;3748.86;2.248;28.155;75.1652;18.31;35.855;18.1653;13.34;52.51;31.62;37.175;34.2486;11.73;43.47;26.625;49.165;112.8561;28.725;81.56;58.476;25.915;98.9097;57.25;7.86;15.9;63.08;16.0508;35.83;39.24;20.2;34.075;48.865;47.945;42.59;73.4297;59.18;37.995;144.15;34.09;19.92;38.03;19.379
13/10/2010;3828.34;2.284;28.85;77.1073;18.475;36.58;18.6367;13.78;54;31.9;38.54;34.7771;11.66;44.2;27.61;47.875;117.968;28.85;83.4;59.429;26.565;99.901;57.69;8.09;16.18;63.57;16.3565;36.6;39.52;20.3;34.54;50;49.65;43.03;75.1872;61.21;38.9;148.4;34.985;20.06;38.815;19.8387
14/10/2010;3819.17;2.295;28.385;77.6859;18.145;36.2;18.5299;13.93;52.29;31.98;38.22;35.0567;11.46;44.04;27.6;49.035;116.4443;29.5;83.58;59.857;26.48;100.4417;58.1;7.855;16.27;63.82;17.0508;36.495;38.575;20.305;34.96;49.765;50.6;41.695;75.9767;60.9;38.905;148;34.5;20.095;39.405;19.7419
15/10/2010;3827.37;2.358;29.38;77.8181;17.655;36.065;18.3053;13.73;52.08;32.32;38.1;33.6371;11.47;43.87;27.815;49.225;117.1815;29.02;84;59;26.72;100.8473;57.95;7.785;16.605;62.11;17.7578;36.51;39.23;19.93;35.065;50.47;51.725;41.52;75.7887;61.72;39.19;148.8;34.215;20.105;39.38;19.9355
18/10/2010;3834.5;2.38;29.4;77.9668;17.93;36.1;18.3973;13.84;52;32.24;37.965;33.2877;11.665;43.82;27.81;49.035;113.9375;28.89;84.4;58.381;26.57;100.4868;58.67;7.865;16.7;62.33;17.5317;36.5;39.17;20.085;35.025;50.39;50.925;42.355;75.1214;62.27;39.53;149.7;34.52;20.3;39.285;19.9597
19/10/2010;3807.17;2.409;29.13;77.4296;18.2;35.655;18.099;13.67;51.92;31.895;37.165;33.5148;11.74;43.44;27.59;48.85;111.873;28.575;84.6;58.381;26.205;98.0986;57.78;7.72;16.655;61.8;17.468;36.32;40.155;20.235;34.495;49.9;49.845;43.055;74.8394;61.52;38.865;151.5;34.05;20.26;38.77;19.8629
20/10/2010;3828.15;2.429;29.03;78.2313;18.2;35.66;18.471;13.77;52.21;32.205;37.265;33.6852;11.965;43.375;27.7;48.85;111.5781;28.185;84.94;58.19;26.685;98.1436;58.45;7.72;16.605;61.56;17.6176;35.75;41.02;20.26;35.085;49.9;50.525;43.835;75.8827;62.3;39.04;152.75;34.845;20.32;38.98;19.8871
21/10/2010;3878.27;2.476;28.73;79.6115;18.45;37.325;18.4783;13.6;52.82;32.93;37.775;33.6764;12.02;45.455;28.205;48.935;113.8883;28.155;87.43;57.667;27.285;102.9652;59.47;8.205;16.68;65.45;18.3438;37.39;41.7;21.38;35.66;50.01;51.7;43.635;76.6439;62.11;39.135;155.65;35.9;20.515;39.62;20.0129
22/10/2010;3868.54;2.468;29.53;79.3222;18.43;37.825;18.3421;13.335;53.14;32.595;37.695;33.8337;12;45.56;28.175;48;114.1832;28.3;85.74;57.571;27.405;102.109;59.79;8;16.67;65.84;18.8533;37.15;42.71;21.38;34.605;49.715;51.4;43.5;76.362;61.99;39.17;153.1;39.7;20.695;39.49;19.9064
25/10/2010;3870;2.45;29.585;79.5288;18.09;37.405;18.4305;13.35;52.84;32.345;37.335;34.0346;11.91;45.67;28.085;47.36;115.2646;28.8;86.79;57.809;27.465;104.5423;60.26;7.96;16.695;65.35;18.9361;36.635;43.19;21.84;34.81;49.87;50.875;43.475;76.6909;62.59;39.05;152;39.59;20.84;39.35;19.858
26/10/2010;3852.66;2.503;29.79;78.6859;18.255;37.36;17.517;13.36;52.6;32.29;37.03;33.9341;11.95;45.63;28.3;48.105;115.6578;28.75;86.55;57.857;27.45;101.2529;59.24;7.86;16.785;65;18.6973;36.335;41.91;21.705;34.46;49.685;50.8;43.9;76.5405;61.47;39.125;153.05;39.45;20.85;39.015;19.7323
27/10/2010;3815.77;2.562;29.225;77.2313;18.385;37.295;17.3476;13.15;52.65;31.725;36.395;33.7157;11.81;44.94;27.805;48.125;115.707;28.85;85.25;57.952;27.37;100.8924;57.79;7.825;16.68;63.98;18.3151;36.13;40.62;22.1;33.97;49.53;50.55;43.27;76.9353;60.28;38.6;152.05;38.43;20.825;38.61;19.4903
28/10/2010;3834.84;2.562;29.13;76.9999;18.61;36.57;17.134;13.2;52.78;31.89;36.78;33.956;11.92;45.07;28.25;48.01;116.5426;28.565;85.56;58.095;27.56;101.2529;57.66;7.89;17.2;63.9;18.2864;36.14;39.57;22.325;34.07;49.7;50.825;43.365;72.8;59.29;39.06;151.1;37.385;21.01;38.75;19.7032
