;CAC40;10y;ACCOR;AIR LIQUIDE;AIRBUS GROUP;ALSTOM;ARCELORMITTAL;AXA;BNP PARIBAS;BOUYGUES;CAP GEMINI;CARREFOUR;CREDIT AGRICOLE;DANONE;ENGIE;ESSILOR INTL.;KERING;KLEPIERRE;L'OREAL;LAFARGEHOLCIM;LEGRAND;LVMH;MICHELIN;NOKIA;ORANGE;PERNOD-RICARD;PEUGEOT;PUBLICIS GROUPE;RENAULT;SAFRAN;SAINT GOBAIN;SANOFI;SCHNEIDER ELECTRIC SE;SOCIETE GENERALE;SOLVAY;TECHNIP;TOTAL;UNIBAIL-RODAMCO;VALEO;VEOLIA ENVIRONNEMENT;VINCI;VIVENDI
07/04/2006;5174.96;3.884;31.9353;56.4126;31.88;35.225;22.8208;27.5167;73.2809;42.9;44.14;38.088;29.1789;46.5199;29.5;36.7;97.127;34.108;71.25;92.747;23.22;72.008;53.3849;17.02;18.32;61.1437;32.8022;31.96;86.6;20.52;51.6028;74.65;44.0695;105.9314;87.875;58.5;54.5027;132.7045;34.09;45.4376;39.3;27.7742
10/04/2006;5190.27;3.893;32.161;56.0604;32.31;34.8;23.2775;27.4592;73.3781;42.8;44.33;38.088;29.197;46.4964;29.34;36.625;96.8321;33.6541;71.1;91.632;23.07;72.1432;54.3028;16.97;18.34;60.6043;32.8978;32.03;85.8;20.58;51.6028;75.55;43.526;105.9314;86.2773;58.8;55.1935;131.6514;34.1;45.8605;39.325;27.9968
11/04/2006;5112.6;3.87;31.8259;55.26;32.39;32.625;22.8355;26.7403;71.58;41.9;42.82;37.791;28.9791;46.0953;28.76;35.95;95.0134;32.8111;70.8;90.089;22.5;71.0167;53.6264;17.6;17.99;59.8337;32.0379;31.83;84.25;20.3;50.4672;75.35;42.5626;104.345;85.5724;58.35;54.6754;127.263;33.63;45.2311;38.825;27.4161
12/04/2006;5085.11;3.879;31.6002;54.6837;32.22;32.475;22.5924;26.5678;71.3857;41.67;42.03;37.5638;28.8066;45.6707;28.12;36.2;94.0303;32.2437;71.15;90.089;23.2;71.242;53.5298;17.38;17.82;59.4484;31.9105;31.47;84.15;20.4;50.2401;74.8;42.0191;104.6094;83.4108;57.9;54.4534;125.4199;33.38;45.2508;38.8;27.0968
13/04/2006;5102.62;3.95;31.7917;54.5876;32.28;33.2;23.0565;26.8457;71.4343;41.35;42.35;38.9353;28.5252;46.001;28.15;36.5;94.8659;31.2224;72.6;90.089;22.99;71.1519;53.6747;17.42;17.84;59.2943;31.8787;31.69;84.5;20.4;50.0584;74.95;41.945;105.2263;83.5048;57.45;54.4287;124.6299;33.37;45.2311;39.025;27.029
14/04/2006;5102.62;3.951;31.7917;54.5876;32.28;33.2;23.0565;26.8457;71.4343;41.35;42.35;38.9353;28.5252;46.001;28.15;36.5;94.8659;31.2224;72.6;90.089;22.99;71.1519;53.6747;17.42;17.84;59.2943;31.8787;31.69;84.5;20.4;50.0584;74.95;41.945;105.2263;83.5048;57.45;54.4287;124.6299;33.37;45.2311;39.025;27.029
17/04/2006;5102.62;3.951;31.7917;54.5876;32.28;33.2;23.0565;26.8457;71.4343;41.35;42.35;38.9353;28.5252;46.001;28.15;36.5;94.8659;31.2224;72.6;90.089;22.99;71.1519;53.6747;17.42;17.84;59.2943;31.8787;31.69;84.5;20.4;50.0584;74.95;41.945;105.2263;83.5048;57.45;54.4287;124.6299;33.37;45.2311;39.025;27.029
18/04/2006;5095.97;3.951;32.0858;54.8438;32.03;32.25;23.3512;26.817;70.8511;41.27;42.27;38.8742;28.5706;46.3784;28.32;36.05;94.4236;31.3197;72.2;88.975;22.9;71.6475;53.6264;17.36;17.81;58.2541;32.0061;31.69;84.3;20.23;49.8767;74.95;41.698;104.9619;83.5048;58;54.9962;122.7868;33.32;45.3295;38.9;26.729
19/04/2006;5158.14;3.95;32.9476;55.196;31.52;32.95;23.4985;27.2291;71.9688;41.8;43.4;39.2673;28.9337;46.8974;28.7;36.525;95.9473;31.3035;73.35;89.489;23.1;73.7654;54.2545;17.43;17.94;59.5255;32.1016;31.9;85.15;20.23;51.194;74.95;43.0319;106.7245;83.5988;59;55.3909;121.9091;33.94;45.7621;38.975;26.9419
20/04/2006;5206.79;3.929;33.7137;55.8363;31.3;32.95;23.0197;27.5167;72.7949;41.55;43.82;39.5469;29.2333;47.5108;28.72;38.675;97.2745;31.271;72.85;88.546;23.5;75.3425;54.2545;18.4;18.08;59.7181;32.1016;32.06;85.75;20.4;51.4211;76.2;43.6495;108.7515;84.1157;58.65;55.2182;123.7522;34.71;46.2341;39.275;27.6
21/04/2006;5252.38;3.943;33.6385;56.5086;32.05;34.475;23.3291;27.6892;73.2323;42.8;44.2;39.9225;29.306;47.6051;29.2;39.575;98.3067;31.3521;73.9;89.318;23;76.0636;54.8342;18.65;18;60.6428;32.1016;32.61;85.65;20.91;52.5113;76;44.3165;109.3684;84.3976;58.4;55.9584;123.9278;34.65;47.0896;40.35;27.8419
24/04/2006;5221.44;3.938;33.8505;56.2525;31.75;34.15;23.1965;27.2771;72.1632;42.73;43.97;39.9225;29.0972;47.1805;29.05;39.575;99.2897;31.3035;73.45;89.575;23;76.0636;54.5927;18.29;18.2;59.7181;31.8468;32.39;85.95;20.94;52.2388;74.85;44.0942;107.1652;87.1232;61.25;56.3532;124.1911;33.91;47.3944;39.925;27.4935
25/04/2006;5235.34;3.992;34.2677;57.0209;31.82;34.2;22.8208;27.325;72.1632;42.97;43.56;40.5427;29.3604;47.1569;29.15;39.85;101.3542;31.1089;74.1;89.832;23.6;76.5141;55.269;18.25;18.34;59.4484;32.1653;33.11;92.05;21.05;53.0564;74.45;44.2177;106.8126;87.5931;60;55.761;122.2602;34.36;46.4111;40.45;27.629
26/04/2006;5252.32;3.988;33.8915;56.3485;32.33;34.9;22.7324;27.7371;72.8921;42.95;43.51;40.3505;29.2242;47.2277;29.14;39.85;102.0423;30.8009;74.6;90.261;23.75;76.8747;55.1724;18.51;18.61;59.5255;33.2799;33.11;93.1;21.33;53.8741;74.15;44.4647;108.2227;87.6401;62.1;55.4896;122.1724;34.47;47.4927;40.3;27.9484
27/04/2006;5213.55;3.983;33.9736;55.3881;31.55;36.75;22.3862;28.1301;73.621;43.9;42.73;40.0361;29.2152;47.039;28.55;39.7;101.2559;30.3956;74.3;89.661;23.35;76.379;55.3656;18.39;18.61;59.2943;32.7067;32.95;93.15;21;52.8747;73.6;43.7483;107.6058;87.1702;60.65;54.8234;119.8027;34.03;47.0305;39.9;28.1032
28/04/2006;5188.4;3.958;34.1241;54.9078;31.28;35.9;21.5317;27.8809;72.7949;43.25;42.42;40.1671;28.9973;46.6615;28.48;39.75;101.0592;30.1363;73.5;89.146;23.2;75.2074;55.269;18.05;18.51;59.2173;33.1844;32.95;92;20.35;54.0103;74.75;44.3412;106.7245;87.1232;50.05;54.0833;121.207;33.96;46.5684;39.375;28.0064
01/05/2006;5188.4;3.958;34.1241;54.9078;31.28;35.9;21.5317;27.8809;72.7949;43.25;42.42;40.1671;28.9973;46.6615;28.48;39.75;101.0592;30.1363;73.5;89.146;23.2;75.2074;55.269;18.05;18.51;59.2173;33.1844;32.95;92;20.35;54.0103;74.75;44.3412;106.7245;87.1232;50.05;54.0833;121.207;33.96;46.5684;39.375;28.0064
02/05/2006;5241.19;3.975;34.5071;55.0359;31;36;22.3199;28.3409;73.2809;42.82;42.8;40.2283;29.66;47.0861;28.92;40.15;101.0592;30.3956;74.15;90.861;24;76.0185;56.7667;18.06;18.63;59.7181;33.0889;33.49;93.35;20.31;53.2836;75.85;45.0576;107.9583;87.6401;50.95;54.6754;123.1379;33.97;46.8634;40.15;27.9387
03/05/2006;5193.94;4;33.7205;55.3881;29.83;36.925;22.3051;28.0054;72.6491;42.4;45.42;40.1059;29.4875;46.6851;29.17;40.1;100.7643;30.5415;73.55;89.318;25;75.2975;55.5589;18.01;18.52;58.3697;32.8659;32.77;93.55;19.81;52.6476;75.05;44.7611;106.6364;87.2641;47.9;53.9599;123.3134;33.57;46.942;40.05;27.4161
04/05/2006;5233.7;4.032;34.7807;55.1319;30.12;37.6;23.0565;28.178;73.3781;42.7;45.6;39.7041;29.7417;46.7087;29.5;40.625;101.2559;30.6064;74.2;88.889;25;75.5678;55.414;18.02;18.58;58.4467;32.9296;32.44;92.75;19.43;52.5567;76.65;45.4775;106.6364;88.016;48.91;54.8728;122.6113;33.72;47.355;40.45;26.5645
05/05/2006;5286.4;3.999;35.0543;56.1564;30.37;38.8;23.3217;28.7531;74.7873;44.72;46.64;39.4508;29.8144;47.1805;29.47;40.7;101.2559;30.882;74.65;90.518;25.32;76.5141;55.6555;17.97;18.63;58.4852;33.1207;32.77;93;19.57;53.4652;75.9;45.6998;108.6634;90.2247;50;55.7364;124.5422;33.82;47.709;41.35;27.1161
08/05/2006;5282.4;4.012;35.1911;55.7402;31.36;40;23.9405;29.0981;75.0303;45.59;47.74;39.4944;30.114;47.0154;29.31;40.65;101.7474;31.1089;74.6;93.518;25.3;77.1;55.9454;18.08;18.98;58.2926;33.1844;32.95;93.35;19.8;54.1466;75;45.9716;108.8396;91.1645;48.5;55.1442;125.4199;33.53;47.65;41.1;26.9226
09/05/2006;5312.18;4.022;35.2253;56.4446;31.86;41.075;24.3824;29.2323;75.5162;46.82;47.2;39.6866;30.5497;46.9446;29.5;40.975;102.0423;31.5628;74.4;93.432;25.3;76.4691;57.0083;18.16;19.17;59.2173;33.8532;33.36;96.35;19.97;54.51;75.85;44.8352;108.4871;90.4126;49;55.5883;126.9119;34.06;48.1613;40.7;27.1839
10/05/2006;5278.27;3.998;34.8833;56.3485;31.48;41.15;24.051;28.8009;75.2732;47.03;47.23;39.9662;30.5316;45.9538;29.15;41.825;102.2389;31.8546;72.65;93.861;25.99;75.4327;57.9745;17.84;18.17;58.4467;34.0124;33.4;97.15;19.8;54.4646;75.15;45.2305;108.8396;90.5536;49.4;54.7988;126.9997;33.96;47.5025;41.45;27.8903
11/05/2006;5262.94;4.064;34.2335;56.2845;31.01;40;23.6311;28.408;75.8078;47;46.17;39.9662;30.7313;46.1425;28.98;40.975;102.9271;31.2548;72;94.032;25.75;75.7481;57.5397;17.21;17.76;58.8705;33.9169;32.88;94.6;19.49;53.9195;75.1;44.0695;109.9853;91.0235;50.15;55.2182;125.7709;33.56;47.3255;41.825;27.7161
12/05/2006;5150.45;4.064;33.7205;55.324;30.42;39.15;22.6366;26.9608;74.107;46.52;45.67;39.1537;30.1957;45.1989;28.01;40.65;101.0592;30.8982;70.55;91.118;25;73.9457;52.7085;16.69;17.25;58.9476;32.8978;32.24;93.3;18.75;51.8754;74.4;42.9084;107.9583;89.3788;49;54.0586;121.207;32.49;46.4996;41.1;27.0968
15/05/2006;5064.85;4.016;33.2965;54.2675;29.36;38.2;21.3549;26.8362;72.4547;45.23;44.66;38.717;29.7054;44.6328;27.1;39.7;99.5846;30.0228;69.9;88.204;24.5;71.963;52.4669;16.99;17.24;58.9476;32.6748;31.74;89.7;18.28;50.3309;73.65;42.0685;105.5788;88.8149;46.59;52.9977;119.9783;31.87;45.4474;39.775;26.6613
16/05/2006;5081.69;3.977;33.2349;52.9228;27.72;37.375;20.7214;27.0949;73.1837;44.59;43.89;39.5905;30.0504;44.7507;26.9;38.925;99.9779;29.6662;70.05;85.902;24.7;71.1519;50.5344;17.05;17.49;59.1787;32.9296;31.69;89.85;18.32;50.2401;75.7;42.3897;104.8739;87.4991;47.45;53.4664;116.7308;32.28;45.2508;39.775;26.9032
17/05/2006;4920.31;4.063;31.9011;51.5141;27.8;35.625;20.6256;25.8298;70.025;43.5;41.82;38.4811;28.1166;44.1609;26.26;38.275;96.9304;29.0177;67.85;82.33;24.14;68.1778;49.0851;16.63;16.96;57.7532;31.7194;30.88;86.55;17.5;49.0136;73.45;40.9075;100.908;85.5254;44.8;51.8133;113.1324;31;44.3363;38.4;26.8548
18/05/2006;4908.69;3.984;31.5797;51.0018;27.59;35.475;20.1321;25.8394;69.8306;43.46;41.58;38.3763;27.0998;43.7835;26.51;38.7;96.6355;28.7583;68.9;81.894;23;69.5296;48.6986;16.39;16.9;57.7917;31.8787;30.65;87.4;17.58;49.059;73.5;40.9816;102.23;84.3506;40.34;51.15;110.5871;31.08;44.1495;38.475;26.8548
19/05/2006;4944.57;3.956;32.0585;50.6497;27.39;34.675;18.7178;25.9544;72.6005;43.34;41.2;38.6296;27.2723;43.3117;26.49;38.5;96.5863;28.4665;68;81.72;23.1;70.6562;49.2783;16.45;16.83;57.7917;31.8787;30.98;87.4;17.43;49.1953;73.3;40.5864;105.9314;83.5518;43.73;51.1;112.6058;30.91;44.0119;38.275;27.0097
22/05/2006;4813.5;3.894;31.3676;49.9773;25.35;32.5;17.6128;25.2643;70.9483;40.84;40.17;37.5464;26.2555;42.5568;25.8;37.2;93.0964;27.4614;67.9;78.54;22.63;67.4117;47.2492;16.07;16.54;56.9441;30.9551;30.19;84.6;16.39;47.1966;72.1;38.9066;104.2569;81.2022;42.5;49.85;107.252;29.78;43.3039;35.9;26.7097
23/05/2006;4931.53;3.913;31.8738;51.9943;27;33.75;17.7233;25.9928;72.2604;41.7;42.13;38.2016;26.9909;43.6891;26.2;38.225;94.8168;27.7532;70;82.243;23.6;69.8;48.2928;16.75;16.67;58.7935;31.7513;30.51;87.3;17.4;48.9227;73.8;40.1664;106.7245;82.7999;45.06;50.9;111.5526;30.6;44.2085;37.05;26.971
24/05/2006;4870.02;3.868;31.0803;52.0264;26.77;32.05;17.5981;25.5423;71.4343;41.83;41.57;38.1491;26.4008;43.2645;26.27;38.175;93.9812;27.3317;69.2;80.631;23.8;67.2315;47.4618;16.56;16.51;58.4852;31.9105;30.81;87.95;17.17;47.9688;73.35;39.3266;104.9619;83.2228;43.5;49.75;110.0605;30.31;43.5596;36.7;26.4581
25/05/2006;4949.53;3.849;31.1624;52.6667;27.05;32.625;18.0621;26.0694;72.8921;42.14;41.98;38.7432;26.8366;45.1281;26.46;38.525;95.0626;27.7046;70;80.631;23.57;68.8537;48.1961;16.56;16.6;58.6394;32.1971;30.84;88.3;17.44;48.8319;74.95;40.1911;106.9008;83.6458;45.28;50.8;110.3238;30.03;43.8349;36.775;26.8548
26/05/2006;5045.09;3.857;31.3745;54.0114;28.1;33.25;18.4158;26.7403;73.7668;43.26;43.5;39.608;27.2633;46.1425;27.63;39.325;96.488;27.9478;71.55;84.247;23.7;70.8364;49.4716;17.12;17.1;59.8723;32.4519;31.37;89.7;18;50.0129;76.15;40.9569;109.3684;85.0555;45.5;51.8;114.9755;30.27;43.943;37.875;27.5516
29/05/2006;5015.32;3.862;31.7233;53.5951;28.38;34.925;19.3365;26.5295;73.2809;43.05;43.38;39.5731;26.4916;45.7179;27.11;39.5;96.8321;28.1099;71.05;83.768;23.42;70.4759;49.23;17.08;16.99;59.8337;32.5793;31.67;90.55;17.64;49.9675;75.65;40.7593;108.2227;85.1025;46.8;51.65;113.2201;30.31;43.2646;36.825;27.4451
30/05/2006;4893.87;3.91;31.3334;51.9303;27.08;32.9;18.6515;25.6477;72.1632;42.67;42;39.442;25.9287;44.7035;26.05;39.25;95.1609;27.2021;68.75;82.112;22.8;68.7186;48.0802;16.68;16.75;58.9861;32.0061;31.11;87.75;17.13;48.5139;73.5;40.0429;104.345;83.1758;46.33;50.35;112.0792;29.69;42.124;35.675;27.058
31/05/2006;4930.18;3.938;31.2992;51.9303;27.8;33.125;18.9388;25.9736;70.7539;42.4;42.82;39.5294;26.4099;44.4204;27.32;39.275;95.1609;27.6073;69.85;83.288;22.83;69.1241;49.3749;16.71;17.46;58.6779;31.5921;31.52;89.7;17.17;49.6496;73.55;39.9935;105.9314;82.9409;46.5;50.6;112.6058;29.9;42.5271;35.85;27.0871
01/06/2006;4947.29;3.93;31.5933;51.8983;27.52;33.625;19.5649;25.9928;70.8997;41.91;42.8;39.7478;26.5188;44.4912;27.16;39.075;94.8659;28.0288;69.55;82.896;22.75;68.9439;48.2734;17.07;17.58;59.2173;31.1526;31.25;89.1;17.2;49.1953;73.7;40.8334;105.9314;83.5048;46.31;51.05;114.6244;29.13;42.9204;36.05;27.4935
02/06/2006;4959.7;3.93;31.6549;52.0264;27.65;33.85;19.5796;25.7627;71.2399;42.62;42.94;40.0186;26.8729;44.6328;26.93;39.725;93.0964;28.3044;69.6;83.768;22.63;69.8451;48.7469;16.93;17.69;59.0246;31.3564;31.4;88.5;17.24;49.695;74.1;40.4629;106.4601;84.7266;45.64;50.7;114.3611;29.64;43.3432;37.625;27.7258
05/06/2006;4916.04;3.961;31.2171;51.6742;26.79;33.675;19.1303;25.5902;70.7539;42.95;42.08;39.643;26.5642;44.2317;26.8;39.225;92.0642;28.5314;68.45;83.768;22.8;68.6735;47.9546;16.68;17.38;58.9091;31.1908;31.12;87.15;17.18;48.3322;73.65;40.0676;105.7551;83.6927;46.3;50.75;115.6777;29.17;43.3334;37.05;27.329
06/06/2006;4797.92;4.003;30.1091;50.4576;25.69;32;18.3347;24.9193;69.2475;41.66;40.62;39.0577;25.847;43.5948;26.37;38.575;89.4591;27.8829;67.25;81.023;22.39;66.6007;46.9497;15.99;17.21;58.0614;30.5793;30.9;85;16.53;46.7878;72.55;38.6596;99.9386;82.7529;44.72;49.5;112.0792;28.76;43.1367;36;26.7
07/06/2006;4824.77;3.999;30.4442;50.8418;26.75;31.775;18.1727;24.8905;69.9764;41.75;41.01;39.276;26.1738;43.8778;26.43;39.45;88.0828;27.7857;67.95;80.021;21.97;66.871;45.8965;16.22;17.6;58.2926;30.8851;30.8;85.45;16.4;46.3789;72.35;38.1161;100.5555;81.2492;42.89;49.4;112.9569;28.68;43.4219;35.8;27.0968
08/06/2006;4684.34;3.947;29.1926;50.1054;25.71;31.125;17.3845;24.0088;67.7411;39.21;40.04;38.6034;24.9664;42.9107;26.19;38.35;87.1489;27.121;65.65;76.493;20.81;64.3025;45.8288;15.69;17.3;57.7147;30.4965;30.34;84.2;15.52;44.571;71;36.3375;95.6202;80.1214;40.75;47.52;108.9195;28.46;42.4779;35.525;26.5355
09/06/2006;4768.18;3.93;29.9244;50.7777;26.55;31.7;17.8559;24.5072;68.6644;39.39;40.28;39.4682;25.4203;43.4296;26.23;38.825;89.8523;27.4777;67.2;77.8;21.34;66.15;46.6888;16.08;17.29;57.6376;30.7768;30.88;84.6;16.04;46.6515;71.85;37.128;97.2066;80.6853;41.75;48.42;109.7094;28.61;42.4484;36.625;27.0871
12/06/2006;4723.18;3.91;30.0749;50.9251;25.85;31.15;17.3771;24.0567;67.6925;39.13;39.63;39.2673;25.0935;43.0758;26.08;38.25;89.1642;27.2345;67.05;77.233;21.2;64.663;46.3699;15.74;17.2;57.9073;30.987;31.04;83.8;16.11;46.4244;71.3;36.3622;95.444;80.1684;41.5;48.28;111.6403;28.49;41.8093;36.65;26.8355
13/06/2006;4617.59;3.857;29.7944;50.1151;25.42;29.575;17.2003;23.2899;65.4085;38.25;38.18;38.3326;24.3036;42.3209;25.75;37.75;88.1319;26.2943;66.3;74.663;21.3;62.7254;45.5583;15.37;16.93;56.8286;30.5984;30.01;81.5;15.6;45.6067;70.6;35.8682;92.2713;78.1007;39.45;46.99;107.6908;27.83;40.7375;37.3;26.1774
14/06/2006;4615.44;3.888;30.3485;50.1855;18.73;30.45;17.2077;22.8778;65.7973;37.75;38.79;38.2016;24.812;42.1794;25.92;37.625;90.1472;26.8292;68.25;75.273;20.85;63.5365;44.8046;15.31;16.9;56.79;30.5284;29.99;81.15;15.15;46.6969;71.6;36.3128;93.0645;78.4766;38.68;46.85;109.5339;27.6;37.4927;40.375;25.8387
15/06/2006;4724.58;3.946;31.0872;51.1364;20;32.975;18.1947;23.6829;67.9354;39.31;40.81;38.6995;25.4384;42.8163;26.17;37.875;94.6202;28.1261;69.2;77.321;21.65;66.826;45.6356;15.99;17.09;56.5974;30.9296;30.19;84;15.84;48.1959;73.5;37.8691;95.7965;79.9334;39.98;48.44;116.292;28.35;36.8634;38.95;25.9355
16/06/2006;4694.89;3.929;31.3745;51.1364;19.9;32.925;17.8264;23.4529;68.4214;38.5;41.46;38.2714;25.0117;42.6748;26.12;38;94.3744;27.5263;68.05;76.319;21.75;65.3389;45.51;15.65;16.95;57.2909;30.8914;29.71;83.6;15.38;47.7871;72.25;37.5233;95.0915;80.0274;39.74;47.95;112.9569;28.15;36.2046;39.35;26.0806
19/06/2006;4729.02;3.963;31.5249;51.8055;20.15;34.3;18.3273;23.7431;69.1989;38.83;42.11;38.2016;25.502;43.0758;25.7;37.9;96.0948;27.8991;69;78.192;21.44;66.105;46.4086;16.12;16.88;56.9827;31.4201;30.01;85.05;15.41;48.3322;72.8;37.8444;95.5321;79.2755;39.58;47.85;114.6244;28.16;36.9715;39.15;26.4387
20/06/2006;4770.42;3.989;31.7438;51.7351;21.46;33.575;18.6736;23.8701;69.8792;39.35;43.75;38.2452;25.7199;43.123;25.83;38.4;95.9965;27.8991;70.1;77.538;21.5;66.826;46.6501;15.98;16.84;57.7532;31.4647;29.48;85.7;16.04;49.1044;72.7;38.4867;96.4134;79.4165;39.5;48.35;115.4143;27.95;38.358;39.7;26.5838
21/06/2006;4774.73;4.004;31.8943;52.1929;20.92;34.85;19.1745;23.5672;69.8792;38.87;44.17;38.6646;25.5111;43.5476;26.06;38.3;96.0456;28.045;70.7;77.669;21.06;67.0062;45.9158;15.91;16.85;57.9073;30.7322;29.14;84.65;15.76;49.1953;72.95;37.6962;96.9422;79.5574;38.3;48.41;115.8532;27.94;38.6726;39.075;26.7
22/06/2006;4803.29;4.051;32.2637;52.0168;21.35;34.25;19.145;23.7626;70.5596;38.87;44.19;38.9266;25.8288;44.5148;25.82;38.75;96.0456;28.1747;70.7;78.453;21.55;66.5556;46.0318;15.73;16.96;57.6762;30.6175;29.71;84.3;16.32;48.3777;74.65;38.1408;97.7354;80.1214;39.11;48.78;115.4143;28.06;38.358;38.775;26.4677
23/06/2006;4817.63;4.08;32.0995;52.3338;22.02;34.125;18.6515;23.3229;70.5596;38.92;44.07;38.7781;25.7834;45.0338;25.73;38.6;95.7999;28.3693;71.2;79.237;21.23;66.7809;46.0221;15.73;16.63;57.8303;30.6239;29.25;83.55;16.15;48.8319;74.85;38.8078;97.3828;80.8732;40.85;49.96;115.5899;27.8;38.2301;38.9;26.2838
26/06/2006;4801.49;4.092;31.9285;51.876;22.75;34.15;17.959;23.4304;70.6081;39.24;43.41;38.7519;25.6926;45.081;25.7;38.25;95.21;28.3368;70.8;78.192;21.73;66.871;45.4327;15.8;16.61;58.8705;30.5347;29.25;82.7;16.53;48.1051;74.5;38.1655;97.8235;81.7191;40.97;49.28;115.7654;27.57;38.6038;39.5;25.9742
27/06/2006;4771.24;4.084;31.3197;51.7703;22.08;34.05;17.657;23.7235;69.5876;39.05;43.21;38.4724;25.3113;44.963;25.55;37.825;95.0626;28.3044;70.9;78.148;22;66.7809;44.2732;15.68;16.46;58.2541;29.987;29.03;80.75;16.37;48.2414;73.35;38.3137;97.4709;81.3431;42;49.25;115.3266;27.23;38.4366;39.55;25.8097
28/06/2006;4774;4.094;31.395;51.5942;21.22;33.6;17.3697;24.0948;69.7334;38.5;42.64;38.4636;25.4112;44.8451;25.51;38.375;96.3897;28.5476;70.85;77.843;21.85;66.7358;44.5147;15.21;16.28;58.9091;29.9296;28.98;80.25;16.08;48.0142;73.1;37.6962;96.9422;82.283;41.31;49.48;115.151;27.02;38.6726;39.825;25.8387
29/06/2006;4880.38;4.056;31.8396;52.4395;21.74;34.15;17.7675;24.7201;71.4828;39.35;43.75;39.1101;26.3554;45.8358;25.61;39;97.3236;29.3257;71.9;80.239;22.05;67.8624;45.2201;15.45;16.56;60.4502;30.6239;29.69;82.7;16.18;49.6041;75.8;38.5608;99.3217;82.048;42.03;50.15;117.3452;27.52;39.4199;40.3;26.3322
30/06/2006;4965.96;4.067;32.5509;53.6369;22.46;35.725;17.8191;25.0719;72.7463;40.2;44.63;40.0448;27.0091;46.8738;26.25;39.35;98.0118;29.3581;73.85;81.633;22;69.9352;45.4134;15.96;16.81;59.7181;30.987;30.2;84;17.02;50.7852;76.3;40.2653;101.3487;84.5386;43.3;51.45;119.6272;27.84;39.7346;40.275;26.5161
03/07/2006;4980.62;4.085;32.291;53.7073;22.28;36.025;17.3403;25.3455;72.9893;39.97;45.09;39.8963;26.9637;46.8738;26.42;39;97.9626;29.3906;73.6;81.633;21.9;70.1605;45.0848;15.98;16.93;59.9878;31.4073;30.3;84.2;17.03;50.1038;76.9;40.1911;102.23;86.4653;43.8;51.75;118.925;28.02;39.8427;39.975;26.6032
04/07/2006;4983.88;4.071;32.3252;53.6721;21.4;35.85;16.8688;25.5214;73.5724;40.49;45;40.0273;27.4993;46.7323;26.34;39.175;97.9626;29.812;73.4;82.112;21.8;69.8901;45.2201;16.02;17.04;59.0246;31.1143;29.83;82.7;17.08;50.4672;76.75;40.1664;102.5824;85.5254;43.97;51.85;121.1192;27.91;40.0492;39.825;26.4
05/07/2006;4921.3;4.133;31.8738;52.9325;20.53;34.45;16.3163;25.1989;73.0379;39.8;44.11;39.9138;27.0726;46.284;26.04;39.1;96.0948;29.1474;72.15;80.37;21.55;68.5833;44.6887;15.71;16.9;58.6394;30.9997;29.3;81.25;16.65;50.1947;75.9;39.8947;101.4368;84.6796;43.2;51.05;117.7841;27.61;40.0394;39.25;26.0322
06/07/2006;4966.45;4.111;31.6959;53.5312;21.03;34.8;16.309;25.5897;74.0584;39.75;44.8;41.0057;27.4448;46.8738;26.3;39.4;96.9304;29.3743;72.75;80.849;21.92;69.2142;44.4278;15.82;17.1;58.7549;31.0825;29.31;83.55;16.85;50.876;77.6;39.8947;102.1418;84.9615;43.46;51.35;118.4862;27.69;39.3412;39.6;25.9161
07/07/2006;4953.71;4.059;32.0106;53.0734;21.7;34.425;17.2666;25.3553;74.1555;39.48;43.8;40.8572;27.2269;47.0861;26.1;39.35;96.0948;29.0988;72.3;80.196;21.4;68.7636;44.737;15.38;16.9;58.6394;30.8659;29.07;84.45;16.8;50.2855;77.55;39.7218;102.1418;84.3036;44.44;51.8;116.6431;27.41;39.8427;39.6;25.4516
10/07/2006;4982.48;4.088;32.3526;53.2847;21.59;34.675;17.1635;25.4139;74.5929;39.3;43.35;40.7175;27.7626;47.1805;26.2;39.2;97.6185;29.2284;74.15;80.239;21.26;69.755;45.0848;15.45;17.01;59.4099;31.2163;29.17;84.15;16.99;50.5126;77.7;40.2406;103.3756;85.4784;43.4;52.2;118.574;27.26;40;39.75;25.5
11/07/2006;4914.39;4.045;31.778;52.9325;21.25;33.475;16.8099;25.0719;73.3781;38.64;41.5;40.7699;27.1543;46.3548;25.6;38.825;96.7337;30.2984;73.45;78.845;20.5;68.4031;44.9592;15.14;16.8;58.177;30.9233;28.72;82.65;15.84;49.5133;77.35;38.9807;102.4062;85.9014;42.44;51.7;120.4171;26.8;39.6657;39.675;25.2581
12/07/2006;4941.73;4.089;32.0242;53.2847;21.51;33.25;17.9664;25.2575;73.5238;38.43;42.19;40.8398;27.2633;46.7558;25.83;39;97.9135;30.5902;73.1;80.283;20.6;68.7186;45.1621;15.2;16.71;58.2541;31.0061;28.81;83.15;15.82;49.9221;78.1;39.5242;102.4062;86.6062;43.05;52.1;122.1724;26.6;39.7641;39.675;25.5484
13/07/2006;4852.52;4.039;31.1898;52.2634;21.04;33.075;19.7048;24.3391;71.7744;37.84;40.69;41.5037;26.6913;46.0246;26.08;38.3;97.0778;31.0603;73.65;79.15;20.49;67.3667;44.1476;14.78;16.46;57.9459;30.6494;28.26;81.6;15.39;48.6502;75.85;38.6102;99.5861;84.8206;42.34;51.6;121.4703;25.9;39.1741;39.175;25.1032
